Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Total_Floors
06-07-2022,3,130000,1330,11,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,51
10-06-2022,3,55000,950,2,Carpet Area,Srishti Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,12
16-06-2022,1,23000,435,9,Carpet Area,Kandivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,22
04-06-2022,3,95000,1300,8,Carpet Area,"Bharat Ark, Andheri West",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,16
29-04-2022,2,40000,650,Ground ,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,4
06-07-2022,3,180000,1550,22,Carpet Area,Lower Parel,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,24
04-07-2022,1,25000,380,3,Carpet Area,Irla,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,4
31-05-2022,4,140000,1454,7,Carpet Area,Central Avenue Road,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,14
01-06-2022,2,55000,860,9,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Family,2,Contact Agent,20
14-06-2022,2,46000,680,4,Carpet Area,"Trans Residency, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,7
04-07-2022,1,22000,433,2,Carpet Area,"Highway Park Apartment, Kandivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,7
27-06-2022,2,55100,710,10,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,22
06-07-2022,2,65000,700,5,Carpet Area,Mahim,Mumbai,Furnished,Bachelors,2,Contact Agent,7
26-05-2022,1,33000,550,Ground ,Carpet Area,"Supreme Divine Light CHS, Chakala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4
25-06-2022,4,320000,2700,10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,12
10-05-2022,1,33000,350,Ground ,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,5
10-05-2022,1,25000,490,7,Super Area,Bhandup East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8
09-07-2022,3,300000,1225,5,Carpet Area,"Mount Marry, Mount Mary",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,13
28-06-2022,3,100000,1286,7,Carpet Area,"Lodha Bel Air, Jogeshwari West",Mumbai,Unfurnished,Bachelors/Family,5,Contact Agent,21
14-05-2022,1,33000,425,5,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,7
06-07-2022,2,35000,550,7,Carpet Area,90 ft road,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,7
09-07-2022,3,130000,1224,14,Carpet Area,Mumbai Central,Mumbai,Unfurnished,Family,3,Contact Agent,21
09-07-2022,3,80000,950,17,Carpet Area,Byculla West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,25
04-06-2022,1,10000,425,9,Carpet Area,"Nicon Infinity, Vasai East",Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,14
03-06-2022,3,92500,1000,6,Carpet Area,"Rustomjee Central Park, Chakala",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,7
07-07-2022,2,57000,710,15,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,18
06-07-2022,3,170000,1300,5,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,8
13-05-2022,1,29999,433,8,Carpet Area,"Altavista, Sion Trombay Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,20
14-05-2022,2,42000,650,8,Carpet Area,Kings Circle,Mumbai,Furnished,Bachelors,2,Contact Agent,15
09-07-2022,3,330000,1650,8,Carpet Area,buena vista,Mumbai,Furnished,Bachelors,4,Contact Agent,27
29-04-2022,2,24000,600,1,Super Area,Mulund West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,5
05-05-2022,2,35000,850,3,Super Area,Malad West,Mumbai,Semi-Furnished,Family,2,Contact Owner,6
07-07-2022,1,14000,305,6,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,24
12-06-2022,2,45000,490,2,Carpet Area,Gandhi Market,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,3
24-05-2022,2,36000,690,4,Carpet Area,Mulund West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,8
31-05-2022,2,53500,635,17,Carpet Area,"Nahar Jonquille and Jamaica, Chandivali",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,20
07-07-2022,3,80000,1100,18,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,22
27-06-2022,1,7500,250,1,Super Area,Chinmay Gaurang Infrastructure Old Panvel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,7
23-06-2022,3,140000,1200,9,Carpet Area,Worli Sea Face,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,30
23-06-2022,2,95000,750,2,Carpet Area,"Queens Palace, Bandra West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,7
06-06-2022,3,130000,1100,3,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,8
01-06-2022,2,45000,700,4,Carpet Area,"Bindra Complex , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,7
23-06-2022,2,110000,1150,11,Carpet Area,"Ivory Tower, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,26
28-06-2022,3,120000,1379,17,Carpet Area,Parmanand Wadi,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,27
23-06-2022,1,60000,500,9,Carpet Area,"Vaibhav Apartments, Dadar West",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,10
26-06-2022,3,120000,1400,10,Super Area,"Avarsekar Heights, Worli",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,32
30-06-2022,1,40000,390,4,Carpet Area,Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,12
04-06-2022,2,50000,935,2,Super Area,Andheri West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,6
27-05-2022,2,36000,535,12,Carpet Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,16
10-06-2022,3,150000,1250,6,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,12
12-06-2022,4,230000,3700,5,Carpet Area,"Lake Superior, Powai",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,20
28-06-2022,1,25000,350,10,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors,2,Contact Agent,24
27-05-2022,3,190000,1350,65,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent,76
27-04-2022,3,61000,1550,5,Carpet Area,"Lovedale Residences, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,20
27-06-2022,3,70000,1100,7,Carpet Area,"Kohinoor City Phase II, Holly Cross Church Chowk",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,10
16-06-2022,3,42000,950,5,Carpet Area,Mulund East,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,7
10-06-2022,1,27000,400,1,Carpet Area,Govandi Station Road,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,7
23-06-2022,2,60000,700,3,Carpet Area,Irla,Mumbai,Furnished,Bachelors,2,Contact Agent,4
23-05-2022,3,85000,850,3,Super Area,Sion East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,4
30-06-2022,2,75000,900,7,Carpet Area,"Marine Palace, Marine Lines",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,9
14-05-2022,3,200000,1208,5,Carpet Area,Khar West,Mumbai,Unfurnished,Bachelors,3,Contact Agent,14
09-07-2022,3,170000,1150,8,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,12
15-06-2022,3,180000,1600,17,Carpet Area,"Island City Centre, Dadar TT Circle",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,60
06-07-2022,2,55000,700,10,Carpet Area,"Shiv Bhagtani Manor 3A, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,11
13-06-2022,5,600000,3200,10,Carpet Area,Bandra East,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,16
23-05-2022,1,18000,330,20,Super Area,Antop Hill,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,22
04-06-2022,1,19000,225,18,Super Area,Worli,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,25
23-06-2022,3,150000,1050,5,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,7
19-05-2022,1,18500,225,4,Carpet Area,Lower Parel,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,7
07-07-2022,1,35000,463,5,Carpet Area,Rambaug,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,7
06-07-2022,4,200000,1900,5,Carpet Area,"Dheeraj Insignia Apartment, Bandra Kurla Complex",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11
27-05-2022,2,150000,1500,15,Super Area,Agripada,Mumbai,Furnished,Bachelors/Family,4,Contact Owner,17
27-05-2022,2,70000,1000,15,Carpet Area,"Lake Primrose, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,23
27-06-2022,1,35000,450,6,Carpet Area,Borivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,10
20-06-2022,2,45000,700,5,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Owner,17
23-06-2022,1,30000,355,2,Carpet Area,Chembur East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,7
23-06-2022,3,50000,1325,3,Carpet Area,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,28
29-04-2022,2,50000,950,4,Super Area,Ghatkopar East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,8
04-06-2022,1,42000,600,5,Super Area,"Universal Neo Galaxy, Bhuleshwar",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,24
30-05-2022,2,19500,905,16,Carpet Area,Navi Mumbai-Khargar-Panvel,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,32
30-06-2022,3,90000,1500,6,Carpet Area,Walkeshwar,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,10
30-06-2022,1,60000,455,18,Carpet Area,"Sugee Sadan, Dadar West",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,22
20-06-2022,2,55000,850,3,Carpet Area,Mahim West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,3
26-06-2022,3,40000,1100,21,Super Area,"Hudco Living Point, Bhandup West",Mumbai,Unfurnished,Family,2,Contact Owner,22
12-06-2022,1,40000,430,4,Carpet Area,"Sion East, Sion",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,8
07-07-2022,2,36000,650,10,Carpet Area,"Keshav Srishti, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,12
09-07-2022,2,45000,795,7,Carpet Area,"Runwal Elina, Andheri East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,13
20-05-2022,2,100000,800,9,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,12
23-06-2022,1,42000,700,15,Super Area,"Llyod Estate, Wadala",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,32
03-07-2022,1,45000,450,5,Carpet Area,Lokhandwala Complex,Mumbai,Furnished,Family,2,Contact Agent,7
12-06-2022,2,40000,575,4,Carpet Area,"Sunglow, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,7
12-06-2022,2,50000,650,Ground ,Carpet Area,Mahim West,Mumbai,Furnished,Bachelors,3,Contact Agent,3
24-06-2022,1,11000,200,4,Super Area,Parle Colony,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,4
29-04-2022,2,50000,1200,2,Super Area,Andheri East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
14-05-2022,1,34000,656,16,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,23
09-07-2022,3,93000,1600,18,Carpet Area,"Godrej Platinum, Vikhroli East",Mumbai,Semi-Furnished,Family,3,Contact Agent,27
26-05-2022,3,69999,950,7,Carpet Area,Chembur East,Mumbai,Unfurnished,Family,3,Contact Agent,12
04-06-2022,2,48000,719,14,Carpet Area,"Raheja Heights Phase 2, Gokuldham",Mumbai,Semi-Furnished,Family,2,Contact Agent,20
30-06-2022,3,55000,1100,15,Carpet Area,"Sakhi, Kandivali West",Mumbai,Unfurnished,Bachelors,3,Contact Agent,16
18-05-2022,4,1000000,3064,18,Carpet Area,"Raheja Artesia, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent,45
19-05-2022,2,40000,650,15,Carpet Area,"Rustomjee Regency, Gomant Nagar",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,15
09-07-2022,3,130000,1450,9,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,10
30-06-2022,2,75000,720,6,Carpet Area,"Vikas Finalay Apartments, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,14
20-06-2022,2,23000,670,1,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,20
09-07-2022,3,200000,1350,1,Carpet Area,anjali,Mumbai,Furnished,Bachelors,3,Contact Agent,5
09-07-2022,3,55000,925,16,Carpet Area,"Runwal Greens, Mulund West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,36
09-07-2022,4,80000,1450,30,Carpet Area,Best Nagar Goregaon West,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,44
06-07-2022,3,220000,1550,30,Carpet Area,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,37
07-07-2022,1,40000,420,5,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,2,Contact Agent,7
06-07-2022,2,35000,650,5,Carpet Area,"Riddhi Garden, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,8
31-05-2022,2,33003,700,3,Carpet Area,Dahisar West,Mumbai,Furnished,Family,2,Contact Agent,7
19-05-2022,5,450000,3400,2,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,5
07-07-2022,2,65000,935,2,Super Area,in Matunga West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
30-05-2022,2,45000,980,Ground ,Carpet Area,"Aditi Apartment, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
17-05-2022,4,280000,2800,2,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,9
14-05-2022,2,55000,700,4,Carpet Area,Andheri West,Mumbai,Furnished,Bachelors,3,Contact Agent,6
19-05-2022,2,56000,720,12,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,22
09-07-2022,2,55000,750,1,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,7
31-05-2022,2,28000,700,4,Carpet Area,"Usha Nagar Society, Bhandup West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,12
31-05-2022,2,150000,1000,4,Carpet Area,"Smoky Hill Apartment, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,9
12-06-2022,5,300000,3000,2,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,5,Contact Agent,22
02-07-2022,1,50000,413,5,Carpet Area,Grant Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,6
22-05-2022,4,180000,1755,6,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Family,4,Contact Agent,18
31-05-2022,3,190000,1850,35,Carpet Area,"Crescent Bay Callisto, Parel",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,55
06-05-2022,2,8000,890,4,Carpet Area,new panvel,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,4
23-06-2022,3,75000,1200,5,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,12
16-06-2022,3,83000,1100,9,Carpet Area,"Raheja Vista, Powai",Mumbai,Furnished,Bachelors,3,Contact Agent,20
07-07-2022,1,32000,420,1,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,2,Contact Agent,3
06-07-2022,2,39000,630,6,Carpet Area,"Yashodham Complex, Goregaon East",Mumbai,Unfurnished,Family,2,Contact Agent,7
03-06-2022,4,150000,1705,16,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Family,3,Contact Agent,29
23-06-2022,3,190000,1300,1,Carpet Area,"Sunflower Apartment, Bandra West",Mumbai,Furnished,Bachelors,3,Contact Agent,7
08-06-2022,3,160000,1355,30,Carpet Area,"Oberoi Exquisite II, Film City Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,45
20-06-2022,1,25000,450,5,Carpet Area,Goregaon West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,7
27-05-2022,3,90000,1350,5,Carpet Area,"Mahindra Vivante, Chakala",Mumbai,Unfurnished,Family,3,Contact Agent,12
14-05-2022,2,95000,825,17,Carpet Area,"lokhandwala residency, Worli",Mumbai,Furnished,Bachelors,2,Contact Agent,22
04-07-2022,1,30000,550,2,Super Area,"Jumbo Darshan , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4
25-05-2022,1,18500,430,5,Carpet Area,"Gokul Accord, Thakur Complex",Mumbai,Unfurnished,Family,1,Contact Agent,7
16-06-2022,1,18000,320,5,Carpet Area,"spring grove uno, Lokhandwala Twp",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,7
23-06-2022,3,75000,1100,4,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,12
14-05-2022,4,150000,1460,11,Carpet Area,"Insignia, Bandra East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,13
12-06-2022,3,100000,1250,6,Carpet Area,"Panch Ritu, Chandivali",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,18
28-06-2022,2,170000,1000,5,Carpet Area,Breach Candy,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,9
07-07-2022,2,45000,710,8,Carpet Area,Saki Vihar Road,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,16
09-07-2022,3,200000,1350,1,Carpet Area,Anand niwas,Mumbai,Furnished,Bachelors,3,Contact Agent,5
23-06-2022,2,20000,400,3,Carpet Area,Pant Nagar,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,3
07-07-2022,3,85000,1000,16,Carpet Area,"DLH Orchid, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,25
06-07-2022,3,130000,1500,7,Carpet Area,Central Avenue Road,Mumbai,Unfurnished,Family,3,Contact Agent,12
09-07-2022,1,40000,500,3,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,6
30-06-2022,4,250000,2000,33,Carpet Area,"Imperial Heights, Goregaon West",Mumbai,Furnished,Bachelors,4,Contact Agent,42
29-04-2022,1,15000,225,Ground ,Carpet Area,Shrikrupa Society,Mumbai,Unfurnished,Bachelors,1,Contact Owner,4
13-05-2022,2,40000,650,12,Carpet Area,Mulund West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,19
06-07-2022,2,48000,670,4,Carpet Area,"Velentine Tower, Goregaon East",Mumbai,Semi-Furnished,Family,2,Contact Owner,16
31-05-2022,2,15000,610,Ground ,Carpet Area,"RNA Broadway Avenue, Mira Road",Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,6
01-07-2022,1,28000,400,1,Carpet Area,Chakala,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,5
18-06-2022,1,25000,340,13,Carpet Area,"Mahalaxmi CHS, Worli",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,23
23-05-2022,2,34000,471,9,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,38
03-06-2022,1,75000,550,6,Carpet Area,Carter Road,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,8
19-05-2022,2,45000,630,8,Carpet Area,"Crescent Solitaire, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,13
27-05-2022,1,35000,500,1,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,8
06-07-2022,1,32000,400,3,Carpet Area,"Trans Residency, Andheri East",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,7
04-07-2022,2,17000,1000,3,Super Area,"holy complex ,Mira Road, Mumbai",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,7
20-06-2022,4,230000,1528,65,Carpet Area,"Lodha Marquise, Worli",Mumbai,Unfurnished,Family,4,Contact Agent,76
17-05-2022,2,35000,650,5,Carpet Area,"Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,7
31-05-2022,1,8500,500,6,Carpet Area,Thane-Kalyan-Dombivli,Mumbai,Unfurnished,Bachelors,1,Contact Owner,7
19-05-2022,3,80000,850,19,Carpet Area,"Oberoi Splendor, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,30
14-05-2022,1,55000,550,13,Carpet Area,"Paschim Apartments, Prabhadevi",Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,14
12-06-2022,1,25000,430,7,Carpet Area,"Godrej Tranquil, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,21
01-07-2022,3,40000,1030,10,Carpet Area,"Bhairav Residency, Mira Road",Mumbai,Furnished,Family,3,Contact Agent,14
27-06-2022,1,15500,250,11,Carpet Area,"MHADA Century Mill, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,24
06-07-2022,1,45000,500,9,Carpet Area,Mahim,Mumbai,Unfurnished,Bachelors,2,Contact Agent,16
07-07-2022,4,180000,1750,9,Carpet Area,Andheri West,Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,31
06-07-2022,2,51000,985,7,Carpet Area,"Chembur Heights, Sindhi Society Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,15
20-06-2022,3,60000,1050,12,Carpet Area,"Veena Signature, Borivali West",Mumbai,Unfurnished,Bachelors,3,Contact Agent,13
23-05-2022,2,36000,700,4,Carpet Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,15
24-06-2022,3,180000,1200,10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,12
23-06-2022,3,75000,1000,6,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,12
20-06-2022,2,8000,550,3,Carpet Area,"Nakoda Heights, Nalasopara",Mumbai,Unfurnished,Family,2,Contact Agent,9
10-05-2022,3,50000,806,2,Super Area,Wadala,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
09-07-2022,3,100000,1400,22,Carpet Area,"Hiranandani Verona Co op Housing Society Ltd, Powai",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,30
07-07-2022,1,16500,470,11,Carpet Area,"Kanungos Garden City, Mira Road East",Mumbai,Semi-Furnished,Family,2,Contact Agent,14
31-05-2022,1,4500,475,3,Super Area,Nalasopara West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,4
07-07-2022,2,34000,583,10,Carpet Area,"Oasis, Akurli Nagar",Mumbai,Unfurnished,Family,2,Contact Agent,23
16-06-2022,2,32000,475,8,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent,12
12-05-2022,2,50000,900,1,Carpet Area,Yashodham,Mumbai,Furnished,Family,2,Contact Agent,8
07-07-2022,1,24000,500,3,Carpet Area,Dattani Park,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,7
06-07-2022,2,62000,806,3,Carpet Area,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,58
07-07-2022,1,100000,400,9,Carpet Area,"Violette Valley, Bandra West",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,10
29-04-2022,1,21000,650,6,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10
29-04-2022,1,27000,550,4,Super Area,"Raj Hill, Borivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,15
30-06-2022,1,10000,390,3,Carpet Area,Mira Road East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4
30-06-2022,2,90000,994,2,Carpet Area,"Ajmera Treon, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2
